UP000000212	GCA_000317975.2
UP000002995	GCA_000152865.1
UP000003009	GCA_000160435.1
UP000003011	GCA_000235445.1
UP000003016	GCA_000262265.1
UP000003019	GCA_000226875.1
UP000003022	GCA_000204605.2
UP000003023	GCA_000192225.1
UP000003027	GCA_000167995.1
UP000003044	GCA_000239335.1
UP000003045	GCA_000146895.1
UP000003049	GCA_000191945.2
UP000003053	GCA_000153225.1
UP000003056	GCA_000169295.1
UP000003058	GCA_000227725.2
UP000003063	GCA_000162895.1
UP000003070	GCA_000180015.1
UP000003081	GCA_000182605.1
UP000003082	GCA_000174175.1
UP000003087	GCA_000181475.1
UP000003089	GCA_000273175.1
UP000003092	GCA_000242215.1
UP000003107	GCA_000175655.1
UP000003110	GCA_000259095.1
UP000003111	GCA_000160775.2
UP000003112	GCA_000184945.1
UP000003118	GCA_000277715.1
UP000003142	GCA_000293155.1
UP000003146	GCA_000154845.1
UP000003148	GCA_000219645.1
UP000003157	GCA_000186525.1
UP000003160	GCA_000160535.1
UP000003163	GCA_000230595.3
UP000003167	GCA_000243015.1
UP000003176	GCA_000159175.1
UP000003178	GCA_000156055.1
UP000003180	GCA_000296775.1
UP000003191	GCA_000158015.1
UP000003195	GCA_000165735.1
UP000003197	GCA_000179815.2
UP000003217	GCA_000188035.3
UP000003226	GCA_000264295.1
UP000003240	GCA_000219125.2
UP000003242	GCA_000177555.1
UP000003244	GCA_000147675.2
UP000003246	GCA_000185605.1
UP000003250	GCA_000236565.2
UP000003254	GCA_000155205.1
UP000003255	GCA_000170715.1
UP000003257	GCA_000172095.1
UP000003277	GCA_000242435.1
UP000003280	GCA_000146345.1
UP000003283	GCA_000186145.1
UP000003291	GCA_000148975.2
UP000003292	GCA_000245075.1
UP000003295	GCA_000156175.1
UP000003321	GCA_000158055.1
UP000003330	GCA_000188015.3
UP000003336	GCA_000218405.2
UP000003340	GCA_000158655.1
UP000003344	GCA_000173875.1
UP000003374	GCA_000153205.1
UP000003380	GCA_000238615.1
UP000003389	GCA_000186685.1
UP000003395	GCA_000263355.1
UP000003408	GCA_000227505.4
UP000003415	GCA_000158195.2
UP000003416	GCA_000195635.1
UP000003417	GCA_000171835.1
UP000003422	GCA_000227315.1
UP000003423	GCA_000242875.3
UP000003438	GCA_000157955.1
UP000003445	GCA_000214295.2
UP000003446	GCA_000233535.1
UP000003448	GCA_000297395.2
UP000003460	GCA_000159995.1
UP000003473	GCA_000259575.1
UP000003484	GCA_000236195.2
UP000003485	GCA_000238595.2
UP000003494	GCA_000160115.1
UP000003503	GCA_000194985.1
UP000003511	GCA_000234195.1
UP000003512	GCA_000167475.1
UP000003533	GCA_000170695.1
UP000003535	GCA_000169435.1
UP000003544	GCA_000214595.2
UP000003560	GCA_000156215.1
UP000003571	GCA_000255555.2
UP000003573	GCA_000187995.3
UP000003579	GCA_000176795.1
UP000003584	GCA_000257745.1
UP000003586	GCA_000243115.3
UP000003599	GCA_000245815.1
UP000003610	GCA_000179675.1
UP000003612	GCA_000186165.1
UP000003620	GCA_000209445.1
UP000003627	GCA_000222565.2
UP000003630	GCA_000171875.1
UP000003631	GCA_000173115.1
UP000003635	GCA_000153305.1
UP000003637	GCA_000195375.2
UP000003639	GCA_000169255.2
UP000003644	GCA_000173095.1
UP000003645	GCA_000248095.3
UP000003649	GCA_000227355.2
UP000003656	GCA_000173375.1
UP000003659	GCA_000170815.1
UP000003664	GCA_000170795.1
UP000003671	GCA_000155955.1
UP000003676	GCA_000156375.1
UP000003680	GCA_000221565.2
UP000003688	GCA_000172555.1
UP000003701	GCA_000160555.1
UP000003704	GCA_000271305.1
UP000003705	GCA_000183565.2
UP000003712	GCA_000194195.2
UP000003725	GCA_000152905.1
UP000003730	GCA_000224335.2
UP000003732	GCA_000187935.2
UP000003746	GCA_000277005.1
UP000003764	GCA_000178435.1
UP000003769	GCA_000181535.1
UP000003779	GCA_000294515.1
UP000003784	GCA_000169355.1
UP000003786	GCA_000740895.1
UP000003803	GCA_000154565.1
UP000003805	GCA_000142965.1
UP000003806	GCA_000237805.1
UP000003813	GCA_000242935.3
UP000003821	GCA_000163295.1
UP000003822	GCA_000239695.1
UP000003824	GCA_000156435.1
UP000003828	GCA_000238915.2
UP000003829	GCA_000162415.1
UP000003834	GCA_000179315.1
UP000003835	GCA_000155555.1
UP000003839	GCA_000155695.1
UP000003844	GCA_000243235.1
UP000003855	GCA_000238635.1
UP000003856	GCA_000175235.1
UP000003868	GCA_000153145.1
UP000003874	GCA_000185845.1
UP000003899	GCA_000188315.1
UP000003900	GCA_000245555.2
UP000003904	GCA_000179775.1
UP000003919	GCA_000166275.1
UP000003922	GCA_000167195.1
UP000003936	GCA_000287335.1
UP000003937	GCA_000287355.1
UP000003947	GCA_000262405.1
UP000003950	GCA_000155635.1
UP000003955	GCA_000213055.1
UP000003959	GCA_000211815.1
UP000003963	GCA_000158915.1
UP000003970	GCA_000158875.1
UP000003973	GCA_000158475.2
UP000003978	GCA_000190355.1
UP000003980	GCA_000243315.1
UP000003981	GCA_000159955.1
UP000003987	GCA_000161935.1
UP000003994	GCA_000296505.1
UP000003996	GCA_000304455.1
UP000004001	GCA_000177055.1
UP000004030	GCA_000235975.2
UP000004046	GCA_000213595.1
UP000004057	GCA_000236085.3
UP000004069	GCA_000178475.1
UP000004070	GCA_000174015.1
UP000004073	GCA_000277625.1
UP000004080	GCA_000269865.1
UP000004083	GCA_000263275.1
UP000004088	GCA_000190695.1
UP000004095	GCA_000169175.1
UP000004097	GCA_000186945.2
UP000004105	GCA_000194925.1
UP000004115	GCA_000160875.1
UP000004116	GCA_000284655.1
UP000004119	GCA_000170875.1
UP000004121	GCA_000160635.1
UP000004137	GCA_000221545.2
UP000004150	GCA_000284675.1
UP000004156	GCA_000292995.1
UP000004157	GCA_000187105.1
UP000004162	GCA_000168715.1
UP000004165	GCA_000186325.2
UP000004169	GCA_000294655.1
UP000004184	GCA_000158955.1
UP000004188	GCA_000156155.1
UP000004191	GCA_000245755.1
UP000004198	GCA_000175595.1
UP000004200	GCA_000224065.2
UP000004207	GCA_000213535.1
UP000004208	GCA_000143825.1
UP000004210	GCA_000264315.1
UP000004217	GCA_000225525.2
UP000004218	GCA_000175375.1
UP000004221	GCA_000297255.1
UP000004226	GCA_000176335.1
UP000004245	GCA_000164155.2
UP000004259	GCA_000178155.2
UP000004261	GCA_000238815.2
UP000004263	GCA_000153565.1
UP000004277	GCA_000272025.1
UP000004281	GCA_000223355.2
UP000004282	GCA_000217935.2
UP000004291	GCA_000154705.2
UP000004295	GCA_000174815.1
UP000004310	GCA_000153705.1
UP000004315	GCA_000156655.1
UP000004318	GCA_000152725.1
UP000004319	GCA_000225485.1
UP000004324	GCA_000271505.1
UP000004339	GCA_000263855.1
UP000004344	GCA_000231365.2
UP000004348	GCA_000204585.1
UP000004358	GCA_000153105.1
UP000004367	GCA_000247995.2
UP000004374	GCA_000296695.1
UP000004394	GCA_000146675.1
UP000004399	GCA_000293015.1
UP000004402	GCA_000293195.2
UP000004417	GCA_000181495.1
UP000004421	GCA_000257925.1
UP000004431	GCA_000179715.1
UP000004440	GCA_000220175.2
UP000004459	GCA_000239295.1
UP000004465	GCA_000301035.1
UP000004469	GCA_000242955.1
UP000004470	GCA_000146325.1
UP000004471	GCA_000145785.1
UP000004474	GCA_000297495.1
UP000004478	GCA_000298295.1
UP000004485	GCA_000211335.2
UP000004494	GCA_000195205.2
UP000004504	GCA_000242675.1
UP000004505	GCA_000159915.2
UP000004507	GCA_000152785.1
UP000004508	GCA_000178855.1
UP000004510	GCA_000164035.1
UP000004514	GCA_000220065.2
UP000004524	GCA_000179055.1
UP000004528	GCA_000160575.1
UP000004532	GCA_000180455.1
UP000004534	GCA_000173575.1
UP000004547	GCA_000255595.2
UP000004557	GCA_000264335.1
UP000004567	GCA_000247775.2
UP000004595	GCA_000230955.3
UP000004602	GCA_000160135.1
UP000004619	GCA_000162015.1
UP000004622	GCA_000265055.1
UP000004625	GCA_000238835.1
UP000004640	GCA_000230935.2
UP000004662	GCA_000177215.2
UP000004664	GCA_000190755.3
UP000004671	GCA_000241815.1
UP000004674	GCA_000244995.1
UP000004679	GCA_000156355.1
UP000004685	GCA_000163695.1
UP000004690	GCA_000260115.1
UP000004691	GCA_000258175.1
UP000004692	GCA_000155715.1
UP000004695	GCA_000155435.1
UP000004699	GCA_000158175.1
UP000004701	GCA_000161835.1
UP000004703	GCA_000158095.1
UP000004704	GCA_000162775.1
UP000004712	GCA_000090945.1
UP000004719	GCA_000169115.1
UP000004728	GCA_000192575.1
UP000004731	GCA_000169395.1
UP000004732	GCA_000272475.1
UP000004750	GCA_000239355.1
UP000004754	GCA_000185505.1
UP000004756	GCA_000158075.1
UP000004757	GCA_000178375.1
UP000004777	GCA_000177675.1
UP000004778	GCA_000159035.1
UP000004793	GCA_000284335.1
UP000004810	GCA_000180755.1
UP000004811	GCA_000276605.1
UP000004816	GCA_000185725.2
UP000004830	GCA_000225705.1
UP000004836	GCA_000293845.2
UP000004837	GCA_000297415.1
UP000004839	GCA_000239955.2
UP000004853	GCA_000219745.1
UP000004870	GCA_000160655.1
UP000004873	GCA_000170035.1
UP000004881	GCA_000248035.2
UP000004889	GCA_000244755.3
UP000004893	GCA_000156515.1
UP000004910	GCA_000154805.1
UP000004913	GCA_000213555.1
UP000004915	GCA_000234585.2
UP000004923	GCA_000188175.1
UP000004926	GCA_000244955.1
UP000004928	GCA_000224515.2
UP000004931	GCA_000169075.1
UP000004938	GCA_000224255.2
UP000004946	GCA_000191785.1
UP000004947	GCA_000170755.1
UP000004949	GCA_000234355.2
UP000004950	GCA_000252625.2
UP000004956	GCA_000250875.1
UP000004959	GCA_000241055.1
UP000004972	GCA_000153825.1
UP000004978	GCA_000222995.2
UP000004986	GCA_000145805.1
UP000004994	GCA_000188115.2
UP000004995	GCA_000263155.2
UP000004997	GCA_000259595.1
UP000005017	GCA_000177375.1
UP000005019	GCA_000214035.2
UP000005050	GCA_000248395.2
UP000005055	GCA_000221305.2
UP000005063	GCA_000152705.1
UP000005089	GCA_000158495.1
UP000005090	GCA_000214275.3
UP000005093	GCA_000161775.1
UP000005095	GCA_000275865.1
UP000005096	GCA_000165795.1
UP000005104	GCA_000244895.1
UP000005106	GCA_000230835.1
UP000005135	GCA_000158135.1
UP000005139	GCA_000169155.1
UP000005141	GCA_000224615.1
UP000005143	GCA_000240225.2
UP000005147	GCA_000301055.1
UP000005159	GCA_000171815.1
UP000005167	GCA_000224925.2
UP000005177	GCA_000159335.1
UP000005178	GCA_000154825.1
UP000005203	GCA_000002195.1
UP000005204	GCA_000151625.1
UP000005205	GCA_000143395.2
UP000005206	GCA_000151355.1
UP000005207	GCA_000188235.2
UP000005215	GCA_000236235.1
UP000005219	GCA_000283575.1
UP000005220	GCA_000304475.1
UP000005222	GCA_000315895.1
UP000005223	GCA_000008645.1
UP000005225	GCA_000181295.3
UP000005226	GCA_000180615.2
UP000005234	GCA_000242255.3
UP000005237	GCA_000147155.1
UP000005238	GCA_000149735.1
UP000005239	GCA_000180635.2
UP000005240	GCA_000151525.2
UP000005242	GCA_000263375.1
UP000005244	GCA_000293035.1
UP000005258	GCA_000264455.2
UP000005262	GCA_000231385.3
UP000005263	GCA_000304315.1
UP000005267	GCA_000219915.3
UP000005269	GCA_000174395.2
UP000005270	GCA_000264495.1
UP000005275	GCA_000224005.3
UP000005286	GCA_000191725.2
UP000005297	GCA_000153765.1
UP000005307	GCA_000155675.2
UP000005314	GCA_000225005.2
UP000005316	GCA_000220335.1
UP000005317	GCA_000260135.1
UP000005324	GCA_000164635.1
UP000005330	GCA_000276965.1
UP000005336	GCA_000227765.1
UP000005351	GCA_000220835.1
UP000005380	GCA_000227665.3
UP000005383	GCA_000167695.1
UP000005384	GCA_000235505.1
UP000005387	GCA_000179615.1
UP000005388	GCA_000188055.3
UP000005392	GCA_000220825.1
UP000005395	GCA_000153545.1
UP000005408	GCA_000297895.1
UP000005413	GCA_000235645.2
UP000005426	GCA_000171015.2
UP000005435	GCA_000237085.1
UP000005436	GCA_000238215.1
UP000005437	GCA_000237065.1
UP000005438	GCA_000246855.1
UP000005440	GCA_000237145.1
UP000005442	GCA_000230895.3
UP000005444	GCA_000237995.2
UP000005446	GCA_000238015.2
UP000005447	GCA_000151735.1
UP000005459	GCA_000223985.2
UP000005460	GCA_000223255.2
UP000005481	GCA_000239275.1
UP000005496	GCA_000174435.1
UP000005498	GCA_000181515.1
UP000005513	GCA_000208635.2
UP000005532	GCA_000175195.1
UP000005551	GCA_000265075.1
UP000005555	GCA_000153445.1
UP000005561	GCA_000173815.1
UP000005566	GCA_000252125.2
UP000005580	GCA_000185145.2
UP000005593	GCA_000153065.1
UP000005604	GCA_000176155.1
UP000005610	GCA_000170775.1
UP000005615	GCA_000204315.2
UP000005617	GCA_000218425.1
UP000005622	GCA_000250695.1
UP000005627	GCA_000243375.1
UP000005631	GCA_000236705.1
UP000005632	GCA_000236685.1
UP000005633	GCA_000236665.1
UP000005634	GCA_000236645.1
UP000005638	GCA_000240075.2
UP000005640	GCA_000001405.26
UP000005648	GCA_000920315.1
UP000005666	GCA_000236905.1
UP000005667	GCA_000283655.1
UP000005695	GCA_000167355.1
UP000005697	GCA_000191065.1
UP000005707	GCA_000215935.3
UP000005709	GCA_000175875.1
UP000005711	GCA_000176955.1
UP000005713	GCA_000169415.1
UP000005714	GCA_000178455.1
UP000005723	GCA_000163595.1
UP000005726	GCA_000143625.1
UP000005735	GCA_000148725.1
UP000005737	GCA_000243335.1
UP000005741	GCA_000243255.1
UP000005744	GCA_000245015.1
UP000005746	GCA_000156115.1
UP000005753	GCA_000183525.3
UP000005759	GCA_000161755.1
UP000005763	GCA_000158895.1
UP000005766	GCA_000155595.1
UP000005777	GCA_000163755.1
UP000005778	GCA_000233695.3
UP000005785	GCA_000243275.1
UP000005801	GCA_000170895.1
UP000005813	GCA_000185345.1
UP000005820	GCA_000159135.1
UP000005824	GCA_000173075.1
UP000005835	GCA_000297775.1
UP000005837	GCA_000158615.1
UP000005839	GCA_000172075.1
UP000005845	GCA_000248055.2
UP000005850	GCA_000219535.3
UP000005853	GCA_000168275.1
UP000005856	GCA_000170835.1
UP000005868	GCA_000233775.1
UP000005870	GCA_000233915.4
UP000005877	GCA_000235565.1
UP000005893	GCA_000819615.1
UP000005926	GCA_000160675.1
UP000005938	GCA_000260835.1
UP000005939	GCA_000231445.2
UP000005940	GCA_000297155.2
UP000005947	GCA_000159235.2
UP000005950	GCA_000157995.1
UP000005952	GCA_000230975.3
UP000005953	GCA_000153185.1
UP000005954	GCA_000152625.1
UP000005963	GCA_000245775.1
UP000005964	GCA_000169455.1
UP000005981	GCA_000171895.1
UP000005984	GCA_000156575.1
UP000005985	GCA_000263795.2
UP000005990	GCA_000183205.2
UP000006000	GCA_000153885.1
UP000006004	GCA_000173915.1
UP000006008	GCA_000231275.1
UP000006011	GCA_000152745.1
UP000006023	GCA_000241345.2
UP000006028	GCA_000166035.1
UP000006034	GCA_000185705.2
UP000006036	GCA_000349975.1
UP000006038	GCA_000231095.2
UP000006039	GCA_000145635.1
UP000006040	GCA_000856345.1
UP000006048	GCA_000266885.1
UP000006049	GCA_000265385.1
UP000006050	GCA_000265405.1
UP000006051	GCA_000265465.1
UP000006054	GCA_000265505.1
UP000006055	GCA_000266945.1
UP000006056	GCA_000265425.1
UP000006057	GCA_000266905.1
UP000006061	GCA_000266925.1
UP000006062	GCA_000227745.3
UP000006069	GCA_000296445.1
UP000006073	GCA_000295935.2
UP000006075	GCA_000296485.1
UP000006077	GCA_000295675.1
UP000006078	GCA_000296405.1
UP000006080	GCA_000295895.1
UP000006085	GCA_000301075.1
UP000006094	GCA_000299355.1
UP000006097	GCA_000299115.1
UP000006135	GCA_000221025.1
UP000006138	GCA_000220945.1
UP000006141	GCA_000222205.2
UP000006160	GCA_000175395.2
UP000006173	GCA_000265095.1
UP000006174	GCA_000286035.1
UP000006177	GCA_000299235.1
UP000006190	GCA_000245795.1
UP000006196	GCA_000159635.1
UP000006201	GCA_000153245.1
UP000006217	GCA_000306035.1
UP000006223	GCA_000165065.1
UP000006229	GCA_000259005.1
UP000006230	GCA_000153725.1
UP000006233	GCA_000162955.1
UP000006235	GCA_000223275.2
UP000006237	GCA_000159595.1
UP000006242	GCA_000215955.3
UP000006251	GCA_000315035.1
UP000006252	GCA_000185285.1
UP000006258	GCA_000143765.1
UP000006265	GCA_000300375.1
UP000006276	GCA_000295655.1
UP000006279	GCA_000298875.1
UP000006281	GCA_000328705.1
UP000006282	GCA_000299965.1
UP000006286	GCA_000300005.1
UP000006294	GCA_000307165.1
UP000006295	GCA_000299995.1
UP000006304	GCA_000250675.3
UP000006306	GCA_000302535.1
UP000006310	GCA_000348985.1
UP000006315	GCA_000307855.1
UP000006316	GCA_000307875.1
UP000006319	GCA_000321355.1
UP000006321	GCA_000293805.1
UP000006327	GCA_000314995.1
UP000006334	GCA_000314975.1
UP000006343	GCA_000294575.1
UP000006346	GCA_000235605.1
UP000006352	GCA_000313525.1
UP000006362	GCA_000185805.1
UP000006364	GCA_000873645.1
UP000006365	GCA_000186885.1
UP000006371	GCA_000010125.1
UP000006375	GCA_000011685.1
UP000006377	GCA_000017565.1
UP000006378	GCA_000010345.1
UP000006380	GCA_000017465.2
UP000006381	GCA_000011985.1
UP000006382	GCA_000017505.1
UP000006388	GCA_000013625.1
UP000006394	GCA_000064305.2
UP000006408	GCA_000156635.1
UP000006415	GCA_000275805.1
UP000006420	GCA_000213575.1
UP000006424	GCA_000224635.1
UP000006427	GCA_000172975.1
UP000006431	GCA_000242915.2
UP000006443	GCA_000174415.1
UP000006454	GCA_000182945.1
UP000006457	GCA_000262245.1
UP000006461	GCA_000306785.1
UP000006462	GCA_000177335.1
UP000006464	GCA_000155835.1
UP000006468	GCA_000164395.1
UP000006469	GCA_000306765.2
UP000006470	GCA_000152945.2
UP000006480	GCA_000281715.1
UP000006502	GCA_000281235.1
UP000006507	GCA_000281695.1
UP000006512	GCA_000204015.1
UP000006514	GCA_000265015.1
UP000006518	GCA_000867225.1
UP000006539	GCA_000188075.1
UP000006543	GCA_002149265.1
UP000006545	GCA_000212375.1
UP000006546	GCA_000212415.1
UP000006548	GCA_000001735.1
UP000006552	GCA_000025965.1
UP000006554	GCA_000016665.1
UP000006556	GCA_000010565.1
UP000006559	GCA_000008925.1
UP000006564	GCA_000184455.3
UP000006565	GCA_000147875.1
UP000006574	GCA_000870505.1
UP000006576	GCA_000868045.1
UP000006578	GCA_000013985.1
UP000006582	GCA_000019745.1
UP000006583	GCA_000215975.1
UP000006589	GCA_000019725.1
UP000006591	GCA_000576065.1
UP000006599	GCA_000287675.1
UP000006603	GCA_000286415.1
UP000006605	GCA_000287695.1
UP000006621	GCA_000218625.1
UP000006622	GCA_000217995.1
UP000006631	GCA_000148935.1
UP000006633	GCA_000092925.1
UP000006635	GCA_000838125.1
UP000006637	GCA_000014185.1
UP000006639	GCA_000219355.1
UP000006640	GCA_000092645.1
UP000006643	GCA_000142945.1
UP000006647	GCA_000008305.1
UP000006650	GCA_000023285.1
UP000006654	GCA_000161255.1
UP000006657	GCA_000190535.1
UP000006659	GCA_000179395.2
UP000006663	GCA_000172995.2
UP000006666	GCA_000023925.1
UP000006671	GCA_000004985.1
UP000006672	GCA_000002995.3
UP000006674	GCA_000854725.1
UP000006675	GCA_000856565.1
UP000006677	GCA_000851385.1
UP000006681	GCA_000148385.1
UP000006683	GCA_000148645.1
UP000006691	GCA_000271325.1
UP000006694	GCA_000016645.1
UP000006695	GCA_000016745.1
UP000006697	GCA_000026125.1
UP000006699	GCA_000016585.1
UP000006701	GCA_000002715.1
UP000006702	GCA_000149645.2
UP000006703	GCA_000868605.1
UP000006704	GCA_000860765.1
UP000006705	GCA_000861105.1
UP000006707	GCA_000851885.1
UP000006712	GCA_000850245.1
UP000006714	GCA_000865945.1
UP000006717	GCA_000862965.1
UP000006723	GCA_000856725.1
UP000006726	GCA_000165345.1
UP000006727	GCA_000002425.1
UP000006728	GCA_000062885.1
UP000006729	GCA_000002775.2
UP000006731	GCA_000025985.1
UP000006732	GCA_000015045.1
UP000006735	GCA_000007385.1
UP000006742	GCA_000196535.1
UP000006743	GCA_000021885.1
UP000006746	GCA_000299935.1
UP000006753	GCA_000298775.1
UP000006755	GCA_000299915.1
UP000006757	GCA_000299215.2
UP000006762	GCA_000299875.1
UP000006764	GCA_000299335.2
UP000006765	GCA_000299575.1
UP000006786	GCA_000300335.1
UP000006790	GCA_000235365.1
UP000006791	GCA_000226295.1
UP000006793	GCA_000217795.1
UP000006794	GCA_000217715.1
UP000006799	GCA_000241385.1
UP000006800	GCA_000217675.1
UP000006803	GCA_000210375.1
UP000006804	GCA_000217815.1
UP000006810	GCA_000209735.1
UP000006811	GCA_000217635.1
UP000006812	GCA_000239835.2
UP000006813	GCA_000230445.1
UP000006820	GCA_000009805.1
UP000006821	GCA_000008325.1
UP000006823	GCA_000181795.2
UP000006824	GCA_000849205.1
UP000006828	GCA_000838665.1
UP000006831	GCA_000838785.1
UP000006833	GCA_000018145.1
UP000006838	GCA_000012805.1
UP000006840	GCA_000840765.1
UP000006843	GCA_000026085.1
UP000006844	GCA_000179915.2
UP000006851	GCA_000195315.1
UP000006852	GCA_000195275.1
UP000006854	GCA_000253235.1
UP000006859	GCA_000147055.1
UP000006860	GCA_000165715.3
UP000006866	GCA_000165465.1
UP000006867	GCA_000165925.1
UP000006868	GCA_000164985.2
UP000006871	GCA_000164885.1
UP000006872	GCA_000164865.1
UP000006873	GCA_000152245.2
UP000006875	GCA_000165505.1
UP000006876	GCA_000165835.1
UP000006878	GCA_000197735.1
UP000006882	GCA_000346465.2
UP000006885	GCA_000847225.1
UP000006889	GCA_000166335.1
UP000006898	GCA_000091165.1
UP000006903	GCA_000020905.1
UP000006906	GCA_000002595.2
UP000006908	GCA_000209675.1
UP000006910	GCA_000210515.1
UP000006911	GCA_000151645.1
UP000006919	GCA_000179635.2
UP000006923	GCA_000859565.1
UP000006930	GCA_000846365.1
UP000006933	GCA_000852305.1
UP000006934	GCA_000850325.1
UP000006968	GCA_000292725.1
UP000006974	GCA_000287615.1
UP000007006	GCA_000304215.1
UP000007013	GCA_000019965.1
UP000007014	GCA_000091205.1
UP000007015	GCA_000004655.2
UP000007017	GCA_000838145.1
UP000007018	GCA_000839345.1
UP000007019	GCA_000838465.1
UP000007021	GCA_000846065.1
UP000007022	GCA_000837625.1
UP000007023	GCA_000837765.1
UP000007024	GCA_000868945.1
UP000007025	GCA_000848285.1
UP000007029	GCA_000014045.1
UP000007030	GCA_000195335.1
UP000007032	GCA_000162575.1
UP000007038	GCA_000183665.1
UP000007039	GCA_000183405.1
UP000007041	GCA_000196455.1
UP000007053	GCA_000013105.1
UP000007054	GCA_000210095.1
UP000007055	GCA_000209835.1
UP000007058	GCA_000009985.1
UP000007059	GCA_000209855.1
UP000007062	GCA_000005575.1
UP000007065	GCA_000063605.1
UP000007071	GCA_000856925.1
UP000007073	GCA_000012925.1
UP000007074	GCA_000018085.1
UP000007076	GCA_000269985.1
UP000007079	GCA_000888195.1
UP000007080	GCA_000889835.1
UP000007083	GCA_000843985.2
UP000007084	GCA_000860665.1
UP000007085	GCA_000866885.1
UP000007086	GCA_000860625.1
